calc_id,slug,block_slug,lang,match_score,found_keywords,wrong_signals,html_path
1011,resistencia-led,electronica,fr,0.1,resistor; circuit; circuit,,src\calculators\1011\fr.html
1011,resistencia-led,electronica,it,0.13,resistor; circuit; circuit; resistenza,,src\calculators\1011\it.html
1011,resistencia-led,electronica,pt,0.19,resistor; circuit; circuito; circuit; circuito; circuito,,src\calculators\1011\pt.html
1012,resistencia-paralelo,electronica,en,0.1,circuit; resistance; circuit,,src\calculators\1012\en.html
1012,resistencia-paralelo,electronica,de,0.06,widerstand; resistance,,src\calculators\1012\de.html
1012,resistencia-paralelo,electronica,es,0.23,circuit; resistencia; circuito; circuit; circuito; resistencia; circuito,,src\calculators\1012\es.html
1012,resistencia-paralelo,electronica,fr,0.1,circuit; resistance; circuit,,src\calculators\1012\fr.html
1012,resistencia-paralelo,electronica,it,0.13,circuit; resistance; circuit; resistenza,,src\calculators\1012\it.html
1012,resistencia-paralelo,electronica,pt,0.19,circuit; circuito; resistance; circuit; circuito; circuito,,src\calculators\1012\pt.html
1013,energia-condensador,electronica,en,0.1,capacitor; circuit; circuit,,src\calculators\1013\en.html
1013,energia-condensador,electronica,de,0.06,capacitor; kondensator,construction keywords in electronica: ['ziegel'],src\calculators\1013\de.html
1013,energia-condensador,electronica,es,0.23,circuit; condensador; circuito; circuit; circuito; condensador; circuito,construction keywords in electronica: ['mortero'],src\calculators\1013\es.html
1013,energia-condensador,electronica,fr,0.13,capacitor; circuit; condensateur; circuit,,src\calculators\1013\fr.html
1013,energia-condensador,electronica,it,0.13,capacitor; circuit; circuit; condensatore,,src\calculators\1013\it.html
1013,energia-condensador,electronica,pt,0.19,capacitor; circuit; circuito; circuit; circuito; circuito,,src\calculators\1013\pt.html
1014,energia-bobina,electronica,en,0.06,circuit; circuit,,src\calculators\1014\en.html
1014,energia-bobina,electronica,de,0.0,,,src\calculators\1014\de.html
1014,energia-bobina,electronica,es,0.16,circuit; circuito; circuit; circuito; circuito,,src\calculators\1014\es.html
1014,energia-bobina,electronica,fr,0.06,circuit; circuit,,src\calculators\1014\fr.html
1014,energia-bobina,electronica,it,0.06,circuit; circuit,,src\calculators\1014\it.html
1014,energia-bobina,electronica,pt,0.16,circuit; circuito; circuit; circuito; circuito,,src\calculators\1014\pt.html
1015,relacion-transformador,electronica,en,0.06,circuit; circuit,,src\calculators\1015\en.html
1015,relacion-transformador,electronica,de,0.0,,construction keywords in electronica: ['ziegel'],src\calculators\1015\de.html
1015,relacion-transformador,electronica,es,0.16,circuit; circuito; circuit; circuito; circuito,construction keywords in electronica: ['mortero'],src\calculators\1015\es.html
1015,relacion-transformador,electronica,fr,0.06,circuit; circuit,,src\calculators\1015\fr.html
1015,relacion-transformador,electronica,it,0.06,circuit; circuit,,src\calculators\1015\it.html
1015,relacion-transformador,electronica,pt,0.16,circuit; circuito; circuit; circuito; circuito,,src\calculators\1015\pt.html
1016,constante-tiempo-rc-2,electronica,en,0.1,circuit; resistance; circuit,,src\calculators\1016\en.html
1016,constante-tiempo-rc-2,electronica,de,0.03,widerstand,construction keywords in electronica: ['ziegel'],src\calculators\1016\de.html
1016,constante-tiempo-rc-2,electronica,es,0.23,circuit; resistencia; circuito; circuit; circuito; resistencia; circuito,construction keywords in electronica: ['mortero'],src\calculators\1016\es.html
1016,constante-tiempo-rc-2,electronica,fr,0.06,circuit; circuit,,src\calculators\1016\fr.html
1016,constante-tiempo-rc-2,electronica,it,0.1,circuit; circuit; resistenza,,src\calculators\1016\it.html
1016,constante-tiempo-rc-2,electronica,pt,0.16,circuit; circuito; circuit; circuito; circuito,,src\calculators\1016\pt.html
1017,puente-wheatstone-2,electronica,en,0.06,circuit; circuit,,src\calculators\1017\en.html
1017,puente-wheatstone-2,electronica,de,0.0,,construction keywords in electronica: ['ziegel'],src\calculators\1017\de.html
1017,puente-wheatstone-2,electronica,es,0.16,circuit; circuito; circuit; circuito; circuito,construction keywords in electronica: ['mortero'],src\calculators\1017\es.html
1017,puente-wheatstone-2,electronica,fr,0.06,circuit; circuit,,src\calculators\1017\fr.html
1017,puente-wheatstone-2,electronica,it,0.06,circuit; circuit,,src\calculators\1017\it.html
1017,puente-wheatstone-2,electronica,pt,0.16,circuit; circuito; circuit; circuito; circuito,,src\calculators\1017\pt.html
1018,capacitancia-serie,electronica,en,0.06,circuit; circuit,,src\calculators\1018\en.html
1018,capacitancia-serie,electronica,de,0.0,,,src\calculators\1018\de.html
1018,capacitancia-serie,electronica,es,0.16,circuit; circuito; circuit; circuito; circuito,,src\calculators\1018\es.html
1018,capacitancia-serie,electronica,fr,0.06,circuit; circuit,,src\calculators\1018\fr.html
1018,capacitancia-serie,electronica,it,0.06,circuit; circuit,,src\calculators\1018\it.html
1018,capacitancia-serie,electronica,pt,0.16,circuit; circuito; circuit; circuito; circuito,,src\calculators\1018\pt.html
1019,codigo-colores-resistencia,electronica,en,0.13,resistor; circuit; resistance; circuit,,src\calculators\1019\en.html
1019,codigo-colores-resistencia,electronica,de,0.06,resistor; widerstand,,src\calculators\1019\de.html
1019,codigo-colores-resistencia,electronica,es,0.23,circuit; resistencia; circuito; circuit; circuito; resistencia; circuito,,src\calculators\1019\es.html
1019,codigo-colores-resistencia,electronica,fr,0.1,resistor; circuit; circuit,,src\calculators\1019\fr.html
1019,codigo-colores-resistencia,electronica,it,0.13,resistor; circuit; circuit; resistenza,,src\calculators\1019\it.html
1019,codigo-colores-resistencia,electronica,pt,0.19,resistor; circuit; circuito; circuit; circuito; circuito,,src\calculators\1019\pt.html
102,tierra-jardin,fontaneria,en,0.04,water,,src\calculators\102\en.html
102,tierra-jardin,fontaneria,de,0.0,,,src\calculators\102\de.html
102,tierra-jardin,fontaneria,es,0.04,agua,,src\calculators\102\es.html
102,tierra-jardin,fontaneria,fr,0.04,eau,,src\calculators\102\fr.html
102,tierra-jardin,fontaneria,it,0.0,,,src\calculators\102\it.html
102,tierra-jardin,fontaneria,pt,0.0,,,src\calculators\102\pt.html
1020,punto-rocio,clima,en,0.19,temperature; humidity; weather; temperatur; temperature,,src\calculators\1020\en.html
1020,punto-rocio,clima,de,0.08,temperatur; wetter,,src\calculators\1020\de.html
1020,punto-rocio,clima,fr,0.04,vent,,src\calculators\1020\fr.html
1020,punto-rocio,clima,it,0.23,temperatura; temperatur; meteo; temperatura; meteo; temperatura,,src\calculators\1020\it.html
1021,indice-calor-2,clima,en,0.19,temperature; humidity; weather; temperatur; temperature,,src\calculators\1021\en.html
1021,indice-calor-2,clima,de,0.08,temperatur; wetter,construction keywords in clima: ['ziegel'],src\calculators\1021\de.html
1021,indice-calor-2,clima,es,0.27,temperatura; humedad; temperatur; meteo; temperatura; meteo; temperatura,construction keywords in clima: ['mortero'],src\calculators\1021\es.html
1021,indice-calor-2,clima,fr,0.0,,,src\calculators\1021\fr.html
1021,indice-calor-2,clima,it,0.23,temperatura; temperatur; meteo; temperatura; meteo; temperatura,,src\calculators\1021\it.html
1022,sensacion-termica-viento,clima,de,0.15,wind; temperatur; wind; wetter,,src\calculators\1022\de.html
1022,sensacion-termica-viento,clima,fr,0.12,wind; wind; vent,,src\calculators\1022\fr.html
1023,humedad-relativa,clima,en,0.19,temperature; humidity; weather; temperatur; temperature,,src\calculators\1023\en.html
1023,humedad-relativa,clima,de,0.15,humidity; temperatur; luftfeuchtigkeit; wetter,construction keywords in clima: ['ziegel'],src\calculators\1023\de.html
1023,humedad-relativa,clima,es,0.31,temperatura; humedad; tiempo; temperatur; meteo; temperatura; meteo; temperatura,construction keywords in clima: ['mortero'],src\calculators\1023\es.html
1023,humedad-relativa,clima,fr,0.04,humidity,,src\calculators\1023\fr.html
1024,indice-calidad-aire,clima,en,0.04,weather,,src\calculators\1024\en.html
1024,indice-calidad-aire,clima,de,0.04,wetter,construction keywords in clima: ['ziegel'],src\calculators\1024\de.html
1024,indice-calidad-aire,clima,es,0.08,meteo; meteo,construction keywords in clima: ['mortero'],src\calculators\1024\es.html
1024,indice-calidad-aire,clima,fr,0.0,,,src\calculators\1024\fr.html
1024,indice-calidad-aire,clima,it,0.08,meteo; meteo,,src\calculators\1024\it.html
1024,indice-calidad-aire,clima,pt,0.08,meteo; meteo,,src\calculators\1024\pt.html
1025,amanecer-atardecer,clima,en,0.15,temperature; weather; temperatur; temperature,,src\calculators\1025\en.html
1025,amanecer-atardecer,clima,de,0.04,wetter,,src\calculators\1025\de.html
1025,amanecer-atardecer,clima,es,0.12,tiempo; meteo; meteo,,src\calculators\1025\es.html
1025,amanecer-atardecer,clima,fr,0.04,vent,,src\calculators\1025\fr.html
1025,amanecer-atardecer,clima,it,0.08,meteo; meteo,,src\calculators\1025\it.html
1025,amanecer-atardecer,clima,pt,0.08,meteo; meteo,,src\calculators\1025\pt.html
1026,tiempo-exposicion-uv,clima,en,0.04,weather,,src\calculators\1026\en.html
1026,tiempo-exposicion-uv,clima,de,0.04,wetter,construction keywords in clima: ['ziegel'],src\calculators\1026\de.html
1026,tiempo-exposicion-uv,clima,es,0.12,tiempo; meteo; meteo,construction keywords in clima: ['mortero'],src\calculators\1026\es.html
1026,tiempo-exposicion-uv,clima,fr,0.0,,,src\calculators\1026\fr.html
1026,tiempo-exposicion-uv,clima,it,0.08,meteo; meteo,,src\calculators\1026\it.html
1026,tiempo-exposicion-uv,clima,pt,0.08,meteo; meteo,,src\calculators\1026\pt.html
1027,altitud-presion,clima,en,0.04,weather,,src\calculators\1027\en.html
1027,altitud-presion,clima,de,0.04,wetter,,src\calculators\1027\de.html
1027,altitud-presion,clima,es,0.12,vent; meteo; meteo,,src\calculators\1027\es.html
1027,altitud-presion,clima,fr,0.0,,,src\calculators\1027\fr.html
1027,altitud-presion,clima,it,0.08,meteo; meteo,,src\calculators\1027\it.html
1027,altitud-presion,clima,pt,0.08,meteo; meteo,,src\calculators\1027\pt.html
1028,volumen-lluvia,clima,en,0.04,weather,,src\calculators\1028\en.html
1028,volumen-lluvia,clima,de,0.04,wetter,construction keywords in clima: ['ziegel'],src\calculators\1028\de.html
1028,volumen-lluvia,clima,es,0.12,tiempo; meteo; meteo,construction keywords in clima: ['mortero'],src\calculators\1028\es.html
1028,volumen-lluvia,clima,fr,0.0,,,src\calculators\1028\fr.html
1028,volumen-lluvia,clima,it,0.08,meteo; meteo,,src\calculators\1028\it.html
1028,volumen-lluvia,clima,pt,0.08,meteo; meteo,,src\calculators\1028\pt.html
1029,evapotranspiracion,clima,de,0.15,wind; temperatur; wind; wetter,construction keywords in clima: ['ziegel'],src\calculators\1029\de.html
1029,evapotranspiracion,clima,es,0.35,temperatura; humedad; viento; tiempo; temperatur; meteo; temperatura; meteo; temperatura,construction keywords in clima: ['mortero'],src\calculators\1029\es.html
1029,evapotranspiracion,clima,fr,0.04,vent,,src\calculators\1029\fr.html
103,postes-valla,mamposteria,en,0.0,,,src\calculators\103\en.html
103,postes-valla,mamposteria,de,0.21,block; ziegel; mauer; mauerwerk; bloc,,src\calculators\103\de.html
103,postes-valla,mamposteria,es,0.21,ladrillo; bloque; mortero; muro; mur,,src\calculators\103\es.html
103,postes-valla,mamposteria,fr,0.12,brique; mortier; mur,,src\calculators\103\fr.html
103,postes-valla,mamposteria,it,0.17,bloc; mur; muratura; malta,,src\calculators\103\it.html
103,postes-valla,mamposteria,pt,0.21,bloc; tijolo; alvenaria; argamassa; parede,,src\calculators\103\pt.html
1030,dia-del-ano,utilidades,de,1.0,,construction keywords in utilidades: ['ziegel'],src\calculators\1030\de.html
1030,dia-del-ano,utilidades,es,1.0,,construction keywords in utilidades: ['mortero'],src\calculators\1030\es.html
1031,numero-semana,utilidades,de,1.0,,construction keywords in utilidades: ['ziegel'],src\calculators\1031\de.html
1031,numero-semana,utilidades,es,1.0,,construction keywords in utilidades: ['mortero'],src\calculators\1031\es.html
1032,edad-en-dias,utilidades,de,1.0,,construction keywords in utilidades: ['ziegel'],src\calculators\1032\de.html
1032,edad-en-dias,utilidades,es,1.0,,construction keywords in utilidades: ['mortero'],src\calculators\1032\es.html
1033,tiempo-lectura-2,utilidades,de,1.0,,construction keywords in utilidades: ['ziegel'],src\calculators\1033\de.html
1033,tiempo-lectura-2,utilidades,es,1.0,,construction keywords in utilidades: ['mortero'],src\calculators\1033\es.html
1038,hex-a-rgb,utilidades,de,1.0,,construction keywords in utilidades: ['ziegel'],src\calculators\1038\de.html
1038,hex-a-rgb,utilidades,es,1.0,,construction keywords in utilidades: ['mortero'],src\calculators\1038\es.html
1039,valor-exposicion,fotografia,de,0.31,iso; exposure; iso; blende; verschluss; iso; kamera; iso; iso; iso,construction keywords in fotografia: ['ziegel'],src\calculators\1039\de.html
1039,valor-exposicion,fotografia,es,0.22,iso; apertura; iso; iso; iso; iso; iso,construction keywords in fotografia: ['mortero'],src\calculators\1039\es.html
1040,profundidad-campo-2,fotografia,de,0.28,iso; iso; blende; iso; brennweite; kamera; iso; iso; iso,construction keywords in fotografia: ['ziegel'],src\calculators\1040\de.html
1040,profundidad-campo-2,fotografia,es,0.31,iso; focal; apertura; iso; focal; iso; iso; iso; iso; focal,construction keywords in fotografia: ['mortero'],src\calculators\1040\es.html
1041,distancia-hiperfocal,fotografia,de,0.38,iso; focal; iso; focal; blende; iso; brennweite; kamera; iso; iso; iso; focal,construction keywords in fotografia: ['ziegel'],src\calculators\1041\de.html
1041,distancia-hiperfocal,fotografia,es,0.31,iso; focal; apertura; iso; focal; iso; iso; iso; iso; focal,construction keywords in fotografia: ['mortero'],src\calculators\1041\es.html
1042,suma-decibelios,fotografia,en,0.22,iso; camera; iso; iso; iso; iso; iso,,src\calculators\1042\en.html
1042,suma-decibelios,fotografia,de,0.03,kamera,,src\calculators\1042\de.html
1042,suma-decibelios,fotografia,es,0.0,,,src\calculators\1042\es.html
1042,suma-decibelios,fotografia,fr,0.19,iso; iso; iso; iso; iso; iso,,src\calculators\1042\fr.html
1042,suma-decibelios,fotografia,it,0.22,iso; camera; iso; iso; iso; iso; iso,,src\calculators\1042\it.html
1042,suma-decibelios,fotografia,pt,0.19,iso; iso; iso; iso; iso; iso,,src\calculators\1042\pt.html
1043,nivel-sonoro-distancia,fotografia,en,0.22,iso; camera; iso; iso; iso; iso; iso,,src\calculators\1043\en.html
1043,nivel-sonoro-distancia,fotografia,de,0.03,kamera,,src\calculators\1043\de.html
1043,nivel-sonoro-distancia,fotografia,es,0.19,iso; iso; iso; iso; iso; iso,,src\calculators\1043\es.html
1043,nivel-sonoro-distancia,fotografia,fr,0.0,,,src\calculators\1043\fr.html
1043,nivel-sonoro-distancia,fotografia,it,0.22,iso; camera; iso; iso; iso; iso; iso,,src\calculators\1043\it.html
1043,nivel-sonoro-distancia,fotografia,pt,0.19,iso; iso; iso; iso; iso; iso,,src\calculators\1043\pt.html
1044,relacion-contraste,fotografia,en,0.22,iso; camera; iso; iso; iso; iso; iso,,src\calculators\1044\en.html
1044,relacion-contraste,fotografia,de,0.22,iso; iso; iso; kamera; iso; iso; iso,construction keywords in fotografia: ['ziegel'],src\calculators\1044\de.html
1044,relacion-contraste,fotografia,es,0.19,iso; iso; iso; iso; iso; iso,construction keywords in fotografia: ['mortero'],src\calculators\1044\es.html
1044,relacion-contraste,fotografia,fr,0.19,iso; iso; iso; iso; iso; iso,,src\calculators\1044\fr.html
1044,relacion-contraste,fotografia,it,0.22,iso; camera; iso; iso; iso; iso; iso,,src\calculators\1044\it.html
1044,relacion-contraste,fotografia,pt,0.19,iso; iso; iso; iso; iso; iso,,src\calculators\1044\pt.html
1045,viento-cruzado,transporte,de,0.0,,construction keywords in transporte: ['ziegel'],src\calculators\1045\de.html
1045,viento-cruzado,transporte,es,0.0,,construction keywords in transporte: ['mortero'],src\calculators\1045\es.html
1045,viento-cruzado,transporte,fr,0.2,distance,,src\calculators\1045\fr.html
1045,viento-cruzado,transporte,it,0.0,,,src\calculators\1045\it.html
1045,viento-cruzado,transporte,pt,0.0,,,src\calculators\1045\pt.html
1046,consumo-combustible-2,transporte,de,0.2,fuel,construction keywords in transporte: ['ziegel'],src\calculators\1046\de.html
1046,consumo-combustible-2,transporte,es,0.0,,construction keywords in transporte: ['mortero'],src\calculators\1046\es.html
1046,consumo-combustible-2,transporte,it,0.2,fuel,,src\calculators\1046\it.html
1046,consumo-combustible-2,transporte,pt,0.2,fuel,,src\calculators\1046\pt.html
1047,velocidad-verdadera,transporte,de,0.2,speed,,src\calculators\1047\de.html
1047,velocidad-verdadera,transporte,es,0.0,,,src\calculators\1047\es.html
1047,velocidad-verdadera,transporte,it,0.2,speed,,src\calculators\1047\it.html
1047,velocidad-verdadera,transporte,pt,0.2,speed,,src\calculators\1047\pt.html
1048,velocidad-casco,transporte,de,0.2,speed,,src\calculators\1048\de.html
1048,velocidad-casco,transporte,es,0.0,,,src\calculators\1048\es.html
1048,velocidad-casco,transporte,it,0.2,speed,,src\calculators\1048\it.html
1048,velocidad-casco,transporte,pt,0.2,speed,,src\calculators\1048\pt.html
1049,distancia-ortodromica,transporte,de,0.2,distance,,src\calculators\1049\de.html
1049,distancia-ortodromica,transporte,es,0.0,,,src\calculators\1049\es.html
1049,distancia-ortodromica,transporte,fr,0.2,distance,,src\calculators\1049\fr.html
1049,distancia-ortodromica,transporte,it,0.2,distance,,src\calculators\1049\it.html
1049,distancia-ortodromica,transporte,pt,0.2,distance,,src\calculators\1049\pt.html
1050,poligono-regular-area,matematicas,de,0.2,math; formel; berechnung; mathematik; calcul,,src\calculators\1050\de.html
1050,poligono-regular-area,matematicas,es,0.04,calcul,,src\calculators\1050\es.html
1050,poligono-regular-area,matematicas,fr,0.12,math; calcul; formule,,src\calculators\1050\fr.html
1051,cono-volumen,matematicas,de,0.2,math; formel; berechnung; mathematik; calcul,,src\calculators\1051\de.html
1051,cono-volumen,matematicas,es,0.04,calcul,,src\calculators\1051\es.html
1051,cono-volumen,matematicas,fr,0.12,math; calcul; formule,,src\calculators\1051\fr.html
1052,suma-aritmetica,matematicas,de,0.2,math; formel; berechnung; mathematik; calcul,,src\calculators\1052\de.html
1052,suma-aritmetica,matematicas,es,0.04,calcul,,src\calculators\1052\es.html
1052,suma-aritmetica,matematicas,fr,0.12,math; calcul; formule,,src\calculators\1052\fr.html
1053,suma-geometrica,matematicas,de,0.2,math; formel; berechnung; mathematik; calcul,,src\calculators\1053\de.html
1053,suma-geometrica,matematicas,es,0.04,calcul,,src\calculators\1053\es.html
1053,suma-geometrica,matematicas,fr,0.12,math; calcul; formule,,src\calculators\1053\fr.html
1054,combinaciones,matematicas,de,0.2,math; formel; berechnung; mathematik; calcul,,src\calculators\1054\de.html
1054,combinaciones,matematicas,es,0.04,calcul,,src\calculators\1054\es.html
1054,combinaciones,matematicas,fr,0.12,math; calcul; formule,,src\calculators\1054\fr.html
1055,empuje-arquimedes,ciencia,en,0.11,physics; chemistry; force; force,,src\calculators\1055\en.html
1055,empuje-arquimedes,ciencia,de,0.17,force; physik; chemie; kraft; force; onde,,src\calculators\1055\de.html
1055,empuje-arquimedes,ciencia,es,0.06,fuerza; onde,,src\calculators\1055\es.html
1055,empuje-arquimedes,ciencia,fr,0.14,force; physique; chimie; force; onde,,src\calculators\1055\fr.html
1055,empuje-arquimedes,ciencia,pt,0.22,force; fisica; quimica; force; onde; fisica; fisica; quimica,,src\calculators\1055\pt.html
1056,efecto-doppler,ciencia,en,0.14,physics; chemistry; force; frecuencia; force,,src\calculators\1056\en.html
1056,efecto-doppler,ciencia,de,0.11,frecuencia; physik; chemie; onde,,src\calculators\1056\de.html
1056,efecto-doppler,ciencia,es,0.08,fuerza; frecuencia; onde,,src\calculators\1056\es.html
1056,efecto-doppler,ciencia,fr,0.11,frecuencia; physique; chimie; onde,,src\calculators\1056\fr.html
1056,efecto-doppler,ciencia,it,0.22,fisica; onda; frecuencia; fisica; chimica; onda; fisica; onda,,src\calculators\1056\it.html
1056,efecto-doppler,ciencia,pt,0.19,fisica; quimica; frecuencia; onde; fisica; fisica; quimica,,src\calculators\1056\pt.html
1057,impedancia-ac,ciencia,en,0.14,physics; chemistry; force; frequency; force,,src\calculators\1057\en.html
1057,impedancia-ac,ciencia,de,0.11,physik; chemie; frequenz; onde,,src\calculators\1057\de.html
1057,impedancia-ac,ciencia,es,0.08,fuerza; frecuencia; onde,,src\calculators\1057\es.html
1057,impedancia-ac,ciencia,fr,0.08,physique; chimie; onde,,src\calculators\1057\fr.html
1057,impedancia-ac,ciencia,pt,0.17,fisica; quimica; onde; fisica; fisica; quimica,,src\calculators\1057\pt.html
1058,momento-inercia,ciencia,en,0.11,physics; chemistry; force; force,,src\calculators\1058\en.html
1058,momento-inercia,ciencia,de,0.08,physik; chemie; onde,,src\calculators\1058\de.html
1058,momento-inercia,ciencia,es,0.06,fuerza; onde,,src\calculators\1058\es.html
1058,momento-inercia,ciencia,fr,0.08,physique; chimie; onde,,src\calculators\1058\fr.html
1058,momento-inercia,ciencia,it,0.19,fisica; onda; fisica; chimica; onda; fisica; onda,,src\calculators\1058\it.html
1058,momento-inercia,ciencia,pt,0.17,fisica; quimica; onde; fisica; fisica; quimica,,src\calculators\1058\pt.html
1059,energia-rotacional,ciencia,en,0.22,physics; chemistry; force; energy; energia; force; energia; energia,,src\calculators\1059\en.html
1059,energia-rotacional,ciencia,es,0.14,fuerza; energia; onde; energia; energia,,src\calculators\1059\es.html
1059,energia-rotacional,ciencia,fr,0.19,energy; energia; physique; chimie; onde; energia; energia,,src\calculators\1059\fr.html
1060,grasa-corporal-marina,salud,de,0.03,gesundheit,,src\calculators\1060\de.html
1060,grasa-corporal-marina,salud,es,0.23,imc; peso; salud; imc; peso; imc; peso,,src\calculators\1060\es.html
1060,grasa-corporal-marina,salud,fr,0.03,sante,,src\calculators\1060\fr.html
1060,grasa-corporal-marina,salud,it,0.06,sante; salute,,src\calculators\1060\it.html
1060,grasa-corporal-marina,salud,pt,0.03,saude,,src\calculators\1060\pt.html
1061,tasa-metabolica-mifflin,salud,de,0.06,gewicht; gesundheit,,src\calculators\1061\de.html
1061,tasa-metabolica-mifflin,salud,es,0.23,imc; peso; salud; imc; peso; imc; peso,,src\calculators\1061\es.html
1061,tasa-metabolica-mifflin,salud,fr,0.06,poids; sante,,src\calculators\1061\fr.html
1061,tasa-metabolica-mifflin,salud,it,0.16,peso; sante; peso; salute; peso,,src\calculators\1061\it.html
1061,tasa-metabolica-mifflin,salud,pt,0.13,peso; peso; peso; saude,,src\calculators\1061\pt.html
1062,agua-diaria,salud,de,0.06,gewicht; gesundheit,,src\calculators\1062\de.html
1062,agua-diaria,salud,es,0.23,imc; peso; salud; imc; peso; imc; peso,,src\calculators\1062\es.html
1062,agua-diaria,salud,fr,0.06,poids; sante,,src\calculators\1062\fr.html
1062,agua-diaria,salud,it,0.16,peso; sante; peso; salute; peso,,src\calculators\1062\it.html
1062,agua-diaria,salud,pt,0.13,peso; peso; peso; saude,,src\calculators\1062\pt.html
1063,repeticion-maxima-brzycki,salud,de,0.06,gewicht; gesundheit,,src\calculators\1063\de.html
1063,repeticion-maxima-brzycki,salud,es,0.23,imc; peso; salud; imc; peso; imc; peso,,src\calculators\1063\es.html
1063,repeticion-maxima-brzycki,salud,fr,0.06,poids; sante,,src\calculators\1063\fr.html
1063,repeticion-maxima-brzycki,salud,it,0.16,peso; sante; peso; salute; peso,,src\calculators\1063\it.html
1063,repeticion-maxima-brzycki,salud,pt,0.13,peso; peso; peso; saude,,src\calculators\1063\pt.html
1064,proteina-diaria,salud,de,0.06,gewicht; gesundheit,,src\calculators\1064\de.html
1064,proteina-diaria,salud,es,0.23,imc; peso; salud; imc; peso; imc; peso,,src\calculators\1064\es.html
1064,proteina-diaria,salud,fr,0.06,poids; sante,,src\calculators\1064\fr.html
1064,proteina-diaria,salud,it,0.16,peso; sante; peso; salute; peso,,src\calculators\1064\it.html
1064,proteina-diaria,salud,pt,0.13,peso; peso; peso; saude,,src\calculators\1064\pt.html
1065,rentabilidad-dividendo,finanzas,en,0.22,cost; savings; investment; budget; budget; budget; budget,,src\calculators\1065\en.html
1065,rentabilidad-dividendo,finanzas,de,0.22,profit; budget; kosten; investition; budget; budget; budget,,src\calculators\1065\de.html
1065,rentabilidad-dividendo,finanzas,es,0.19,cost; coste; ahorro; inversion; presupuesto; costo,,src\calculators\1065\es.html
1065,rentabilidad-dividendo,finanzas,fr,0.19,budget; budget; cout; investissement; budget; budget,,src\calculators\1065\fr.html
1065,rentabilidad-dividendo,finanzas,pt,0.09,investimento; custo; investimento,,src\calculators\1065\pt.html
1066,periodo-recuperacion,finanzas,es,0.19,cost; coste; ahorro; inversion; presupuesto; costo,,src\calculators\1066\es.html
1066,periodo-recuperacion,finanzas,pt,0.16,payback; inversion; investimento; custo; investimento,,src\calculators\1066\pt.html
1067,impuesto-ganancias-capital,finanzas,en,0.22,cost; savings; investment; budget; budget; budget; budget,,src\calculators\1067\en.html
1067,impuesto-ganancias-capital,finanzas,de,0.22,profit; budget; kosten; investition; budget; budget; budget,,src\calculators\1067\de.html
1067,impuesto-ganancias-capital,finanzas,es,0.19,cost; coste; ahorro; inversion; presupuesto; costo,,src\calculators\1067\es.html
1067,impuesto-ganancias-capital,finanzas,fr,0.19,budget; budget; cout; investissement; budget; budget,,src\calculators\1067\fr.html
1067,impuesto-ganancias-capital,finanzas,pt,0.09,investimento; custo; investimento,,src\calculators\1067\pt.html
1068,tipo-cambio-comision,finanzas,en,0.22,cost; savings; investment; budget; budget; budget; budget,,src\calculators\1068\en.html
1068,tipo-cambio-comision,finanzas,de,0.22,profit; budget; kosten; investition; budget; budget; budget,,src\calculators\1068\de.html
1068,tipo-cambio-comision,finanzas,es,0.19,cost; coste; ahorro; inversion; presupuesto; costo,,src\calculators\1068\es.html
1068,tipo-cambio-comision,finanzas,fr,0.19,budget; budget; cout; investissement; budget; budget,,src\calculators\1068\fr.html
1068,tipo-cambio-comision,finanzas,pt,0.09,investimento; custo; investimento,,src\calculators\1068\pt.html
1069,punto-equilibrio,finanzas,es,0.19,cost; coste; ahorro; inversion; presupuesto; costo,,src\calculators\1069\es.html
1069,punto-equilibrio,finanzas,pt,0.16,cost; coste; investimento; custo; investimento,,src\calculators\1069\pt.html
1071,ph-hidrogeno,quimica,en,0.19,mol; mol; concentracion; mol; mol; mol; mol,,src\calculators\1071\en.html
1071,ph-hidrogeno,quimica,de,0.19,mol; mol; concentracion; mol; mol; mol; mol,,src\calculators\1071\de.html
1071,ph-hidrogeno,quimica,es,0.19,mol; mol; concentracion; mol; mol; mol; mol,,src\calculators\1071\es.html
1071,ph-hidrogeno,quimica,fr,0.19,mol; mol; concentracion; mol; mol; mol; mol,,src\calculators\1071\fr.html
1071,ph-hidrogeno,quimica,it,0.19,mol; mol; concentracion; mol; mol; mol; mol,,src\calculators\1071\it.html
1071,ph-hidrogeno,quimica,pt,0.19,mol; mol; concentracion; mol; mol; mol; mol,,src\calculators\1071\pt.html
1072,gas-ideal,quimica,en,0.17,mol; mol; mol; mol; mol; mol,,src\calculators\1072\en.html
1072,gas-ideal,quimica,de,0.17,mol; mol; mol; mol; mol; mol,,src\calculators\1072\de.html
1072,gas-ideal,quimica,es,0.17,mol; mol; mol; mol; mol; mol,,src\calculators\1072\es.html
1072,gas-ideal,quimica,fr,0.17,mol; mol; mol; mol; mol; mol,,src\calculators\1072\fr.html
1072,gas-ideal,quimica,it,0.17,mol; mol; mol; mol; mol; mol,,src\calculators\1072\it.html
1072,gas-ideal,quimica,pt,0.17,mol; mol; mol; mol; mol; mol,,src\calculators\1072\pt.html
1074,dilucion,quimica,en,0.19,mol; mol; concentracion; mol; mol; mol; mol,,src\calculators\1074\en.html
1074,dilucion,quimica,de,0.03,concentracion,,src\calculators\1074\de.html
1074,dilucion,quimica,es,0.19,mol; mol; concentracion; mol; mol; mol; mol,,src\calculators\1074\es.html
